Time 1-W-U-Total 1-W-U8 
2.0833333333333335 5.815107 1.0 
3.5833333333333335 5.815107 1.0 
5.083333333333333 5.815107 1.0 
6.583333333333333 5.815107 1.0 
8.083333333333334 5.815107 1.0 
9.583333333333334 5.815107 1.0 
11.083333333333334 5.815107 1.0 
12.583333333333334 5.815107 1.0 
14.083333333333334 5.815107 1.0 
15.583333333333334 5.815107 1.0 
17.083333333333332 5.815107 1.0 
18.583333333333332 5.815107 1.0 
20.083333333333332 5.815107 1.0 
21.583333333333332 5.815107 1.0 
23.083333333333332 5.815107 1.0 
24.583333333333332 5.815107 1.0 
26.083333333333332 5.815107 1.0 
27.583333333333332 5.815107 1.0 
29.083333333333332 5.815107 1.0 
30.583333333333332 5.815107 1.0 
32.083333333333336 5.815107 1.0 
33.583333333333336 5.815107 1.0 
35.083333333333336 5.815107 1.0 
36.583333333333336 5.815107 1.0 
38.083333333333336 5.815107 1.0 
39.583333333333336 5.815107 1.0 
41.083333333333336 5.815107 1.0 
42.583333333333336 5.815107 1.0 
44.083333333333336 5.815107 1.0 
45.583333333333336 5.815107 1.0 
47.083333333333336 5.815107 1.0 
48.583333333333336 5.815107 1.0 
50.083333333333336 5.815107 1.0 
51.583333333333336 5.815107 1.0 
53.083333333333336 5.815107 1.0 
54.583333333333336 5.815107 1.0 
56.083333333333336 5.815107 1.0 
57.583333333333336 5.815107 1.0 
59.083333333333336 5.815107 1.0 
60.583333333333336 5.815107 1.0 
62.083333333333336 5.815107 1.0 
63.583333333333336 5.815107 1.0 
65.08333333333333 5.815107 1.0 
66.58333333333333 5.815107 1.0 
68.08333333333333 5.815107 1.0 
69.58333333333333 5.815107 1.0 
71.08333333333333 5.815107 1.0 
72.58333333333333 5.815107 1.0 
74.08333333333333 5.815107 1.0 
75.58333333333333 5.815107 1.0 
77.08333333333333 5.815107 1.0 
78.58333333333333 5.815107 1.0 
80.0 5.815107 1.0 
80.0 5.815107 1.0 
80.0 6.019434 1.0 
81.58333333333333 5.815107 1.0 
83.08333333333333 5.815107 1.0 
84.58333333333333 5.815107 1.0 
86.08333333333333 5.815107 1.0 
87.58333333333333 5.815107 1.0 
89.08333333333333 5.815107 1.0 
90.58333333333333 5.815107 1.0 
92.08333333333333 5.815107 1.0 
93.58333333333333 5.815107 1.0 
95.08333333333333 5.815107 1.0 
96.58333333333333 5.815107 1.0 
98.08333333333333 5.815107 1.0 
99.58333333333333 5.815107 1.0 
